hitPoint	moveSpeed	attackWait	knockBackDir	isWeapon	minBaseDamage	misslePierceFlag	maxBaseDamage	attackNBPower	sufferNBPower	hitSeFlag	attackFlag	materialID	attackRatioCrit	attackRatioKB	attackRatioCNC	attackRatioFire	attackRatioSleep	attackRatio6	attackRatio7	attackRatio8	str1	sufferDamageRatio1	sufferDamageRatio2	sufferDamageRatio3	sufferDamageRatio4	sufferDamageRatio5	sufferDamageRatio6	sufferDamageRatio7	sufferDamageRatio8	sufferAttackAvoidanceRatioCrit	sufferAttackAvoidanceRatioKB	sufferAttackAvoidanceRatioCNC	sufferAttackAvoidanceRatioFire	sufferAttackAvoidanceRatioSleep	sufferAttackAvoidanceRatio6	sufferAttackAvoidanceRatio7	sufferAttackAvoidanceRatio8	sufferAvoidRatio1	sufferAvoidRatio2	sufferAvoidRatio3	sufferAvoidRatio4	sufferAvoidRatio5	sufferAvoidRatio6	sufferAvoidRatio7	sufferAvoidRatio8	sufferInvalid1	sufferInvalid2	sufferInvalid3	sufferInvalid4	sufferInvalid5	sufferInvalid6	sufferInvalid7	sufferInvalid8
0.0	1.2000000476837158	1.0	1.0	0	0.0	-1	5.0	2.0	0.0	-1	-1	0	0.6000000238418579	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.2000000476837158	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.5	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	0.30000001192092896	0.30000001192092896	0.30000001192092896	0.30000001192092896	0.30000001192092896	0.10000000149011612	0.10000000149011612	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5	0.5	0.5	0.5	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.5	1.0	1.0	0	10.0	-1	20.0	0.0	0.0	-1	-1	0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	0.75	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	-6.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	-6.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	0.699999988079071	0.699999988079071	0.699999988079071	0.699999988079071	0.699999988079071	0.699999988079071	0.699999988079071	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5	0.5	0.5	0.5	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.30000001192092896	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	0.5	0.5	0.5	0.5	0.5	0.4000000059604645	0.5	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5	0.5	0.5	0.5	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.30000001192092896	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.30000001192092896	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.30000001192092896	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	0.800000011920929	0.800000011920929	0.800000011920929	0.800000011920929	0.800000011920929	0.800000011920929	0.800000011920929	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20000000298023224	0.20000000298023224	0.20000000298023224	0.20000000298023224	0.20000000298023224	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	3.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5	0.5	0.5	0.5	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.2000000476837158	1.0	1.0	0	0.0	-1	0.0	0.0	1.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	0.20000000298023224	0.20000000298023224	0.20000000298023224	0.20000000298023224	0.20000000298023224	0.20000000298023224	0.20000000298023224	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.800000011920929	0.800000011920929	0.800000011920929	0.800000011920929	0.800000011920929	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.2000000476837158	1.0	1.0	0	0.0	-1	5.0	0.0	0.0	-1	-1	0	0.0	0.30000001192092896	0.0	0.0	0.0	1.0	1.0	1.0	0	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.2000000476837158	1.0	1.0	0	0.0	-1	0.0	0.0	1.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	0.10000000149011612	0.10000000149011612	0.10000000149011612	0.10000000149011612	0.10000000149011612	0.10000000149011612	0.10000000149011612	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	4.0	1.0	1.0	0	0.0	-1	25.0	0.0	0.0	-1	-1	0	0.0	0.30000001192092896	0.0	0.0	0.0	1.0	1.0	1.0	0	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.8999999761581421	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	0.75	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	-6.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	0.6000000238418579	0.6000000238418579	0.6000000238418579	0.6000000238418579	0.6000000238418579	0.4000000059604645	0.6000000238418579	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.30000001192092896	0.30000001192092896	0.30000001192092896	0.30000001192092896	0.30000001192092896	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	3.0	-1	4.0	0.0	0.0	-1	-1	0	0.5	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	3.0	-1	4.0	0.0	0.0	-1	-1	0	0.5	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	0.800000011920929	0.800000011920929	0.800000011920929	0.800000011920929	0.800000011920929	0.800000011920929	0.800000011920929	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20000000298023224	0.20000000298023224	0.20000000298023224	0.20000000298023224	0.20000000298023224	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	3.0	1.0	1.0	0	0.0	-1	0.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5	0.5	0.5	0.5	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
0.0	1.2000000476837158	1.0	1.0	0	0.0	-1	5.0	0.0	0.0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0	0.5	0.5	0.5	0.5	0.5	0.20000000298023224	0.30000001192092896	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4000000059604645	0.4000000059604645	0.4000000059604645	0.4000000059604645	0.4000000059604645	1.0	1.0	1.0	-1	-1	-1	-1	-1	-1	-1	-1
